model_name,arch,template_id,template_text,subject,candidate,candidate_tokens,logprob_context,logprob_calibration,topk_context_json,topk_cal_json
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Debesų kompiuterija,Debes Å³ Ġkompiuter ija,-52.71262741088867,-48.84015655517578,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Dirbtinis intelektas,Dirbtini s Ġintelekt a s,-76.24104690551758,-66.80521440505981,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Analitinis mąstymas,Analitin i s Ġ mÄħstymas,-70.58531379699707,-64.15036010742188,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Žmonių valdymas,Å½mon i Å³ Ġ valdymas,-66.25370502471924,-58.75069713592529,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,UX dizainas,UX Ġ dizainas,-37.60151767730713,-34.88019275665283,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Mobiliųjų programėlių kūrimas,Mobili Å³jÅ³ ĠprogramÄĹl i Å³ Ġ kÅ«rimas,-74.93234968185425,-76.91450500488281,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Vaizdo įrašų gamyba,Vaizd o ĠÄ¯raÅ¡ Å³ Ġgamyb a,-74.66965579986572,-71.73008060455322,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Pardavimų vadovavimas,P ardavimÅ³ Ġvadovavim a s,-76.12175178527832,-69.76739597320557,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Vertimas,Vertim a s,-54.444631576538086,-52.540815353393555,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,Garso įrašų gamyba,Garso ĠÄ¯raÅ¡ Å³ Ġgamyb a,-61.40130615234375,-55.06979465484619,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
