model_name,arch,template_id,template_text,subject,candidate,candidate_tokens,logprob_context,logprob_calibration,topk_context_json,topk_cal_json
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,aistringas,ais t ringas,-52.32927227020264,-50.16865348815918,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,aiškiai kalbantis,aiÅ¡kiai Ġkalba ntis,-37.18175458908081,-36.48548078536987,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,aktyvus,aktyvus,-13.836682319641113,-16.81317901611328,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,angeliškas,a ngel iÅ¡kas,-53.549004554748535,-52.87875938415527,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,apdairus,apdairu s,-33.48188400268555,-33.4375057220459,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,apsiskaitęs,apsi skaitÄĻs,-32.555914878845215,-32.160749435424805,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,apvaizdos lemtas,a p vaizd o s Ġ lemta s,-122.86636924743652,-124.3882417678833,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,atlaidus,a t laidus,-51.594961166381836,-57.54073143005371,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,atletiškas,atle t iÅ¡kas,-45.197988510131836,-45.25801181793213,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
neurotechnology/BLKT-ModernBert-MLM-Stage3-RC2,modernbert_or_bert,0,{SUBJ} yra {MASK}.,Jis,atsakingas,atsakingas,-14.075332641601562,-15.819936752319336,"[["""", -0.8640509247779846], [""Lietuvoje"", -2.938075065612793], ["""", -3.5112485885620117], [""čia"", -3.519287109375], [""."", -3.8185253143310547], [""vienas"", -3.941042900085449], [""Lietuvoj"", -4.0086565017700195], [""jis"", -4.106696128845215], [""svarbiausia"", -4.34260368347168], [""šventė"", -4.482722282409668], [""Lietuvos"", -4.694408416748047], [""dabar"", -4.990617752075195], [""gyvas"", -5.044625282287598], [""ES"", -5.114079475402832], [""lietuvis"", -5.2533111572265625], [""ten"", -5.286848068237305], [""jo"", -5.427992820739746], [""toks"", -5.553086280822754], [""svarbu"", -5.5718584060668945], [""būtina"", -5.6434125900268555]]","[["""", -0.6687602400779724], ["""", -3.7424087524414062], [""."", -3.8398361206054688], [""čia"", -3.8867006301879883], [""viena"", -3.903557777404785], [""tai"", -4.156723976135254], [""lyg"", -4.255040168762207], [""svarbiausia"", -4.3931474685668945], [""dabar"", -4.5481719970703125], [""šventė"", -4.613921165466309], [""Lietuvoje"", -5.046602249145508], [""svarbu"", -5.242696762084961], [""?"", -5.245697021484375], [""tikra"", -5.279243469238281], [""ES"", -5.330286026000977], [""sunku"", -5.51551628112793], [""mūsų"", -5.533402442932129], [""Europa"", -5.593335151672363], [""jis"", -5.607457160949707], [""vienas"", -5.739441871643066]]"
